Country Name,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Afghanistan,"Population, total",8996967.0,9169406.0,9351442.0,9543200.0,9744772.0,9956318.0,10174840.0,10399936.0,10637064.0,10893772.0,11173654.0,11475450.0,11791222.0,12108963.0,12412960.0,12689164.0,12943093.0,13171294.0,13341199.0,13411060.0,13356500.0,13171679.0,12882518.0,12537732.0,12204306.0,11938204.0,11736177.0,11604538.0,11618008.0,11868873.0,12412311.0,13299016.0,14485543.0,15816601.0,17075728.0,18110662.0,18853444.0,19357126.0,19737770.0,20170847.0,20779957.0,21606992.0,22600774.0,23680871.0,24726689.0,25654274.0,26433058.0,27100542.0,27722281.0,28394806.0,29185511.0,30117411.0,31161378.0,32269592.0,33370804.0,34413603.0,35383028.0,36296111.0,37171922.0,38041757.0,38928341.0
Afghanistan,CO2 emissions (kt),414.371,491.378,689.396,707.731,839.743,1008.425,1092.766,1283.45,1224.778,942.419,1672.152,1895.839,1532.806,1639.149,1917.841,2126.86,1987.514,2390.884,2159.863,2240.537,1760.16,1983.847,2101.191,2522.896,2830.924,3509.319,3142.619,3124.284,2867.594,2775.919,2960.0,2740.0,1430.0,1360.0,1300.0,1250.0,1180.0,1100.0,1050.0,820.0,770.0,810.0,1100.0,1350.0,1130.0,1640.0,1940.0,2360.0,4390.0,6000.0,8670.0,12260.0,10450.0,8510.0,7810.0,7990.0,7390.0,7380.0,7440.0,-,-
Afghanistan,Renewable energy consumption (% of total final energy consumption),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.9245316828932,17.0364435282942,26.5216286544368,30.5856670489932,32.7962505504008,35.0756402917937,37.9457475001443,41.4326008731029,44.0943368543633,52.1857743728053,54.2431983947754,54.0550003051758,43.7711982727051,42.2761001586914,49.8432006835938,40.8591995239258,37.1372985839844,33.8625984191895,21.3437004089355,17.8504009246826,14.8990001678467,11.559100151062,14.404899597168,17.1049995422363,20.770299911499,20.2737998962402,24.7402992248535,25.082799911499,21.422700881958,-,-
Afghanistan,"Mortality rate, under-5 (per 1,000 live births)",358.2,352.2,346.3,340.6,335.1,329.8,324.4,318.8,313.3,307.9,302.1,296.6,291.0,285.4,279.6,273.8,268.0,262.1,256.0,249.7,243.6,237.2,230.7,224.2,217.5,210.9,204.4,197.7,191.2,184.7,178.4,172.2,166.3,160.7,155.5,150.6,146.0,141.5,137.3,133.2,129.2,125.2,121.1,116.9,112.6,108.4,104.1,99.9,95.7,91.7,87.8,84.0,80.3,76.9,73.6,70.4,67.5,64.8,62.3,60.1,58.0
Afghanistan,"Annual freshwater withdrawals, total (% of internal resources)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.1410745847296,-,-,-,-,41.7599328383881,-,-,-,-,55.3787910922588,-,-,-,-,49.7567694235419,-,-,-,-,44.134747754825,-,-,-,-,43.0159066808059,-,-,-,-,43.0159066808059,-,-,-,-,43.0159066808059,-,-,-,-,43.0159066808059,-,-,-
Afghanistan,Forest area (% of land area),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323,1.85099408755323
Africa Eastern and Southern,Forest area (% of land area),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.5659120224263,40.4039463718906,40.2358066625024,40.269689989292,40.1032703978505,39.936850806409,39.7704312149674,39.6040116235259,39.4375920320843,39.2711724406428,33.980631470599,38.9039800957902,38.7032073423792,38.5024345889681,37.8999507880458,37.701120258571,37.5024645341982,37.3038801747529,37.1052593945196,36.90659570026,31.9108778788421,32.1831348252032,31.9724922524989,31.761841679602,31.5512701334493,31.3405255785614,31.1194314173671,30.9035428685892,30.6902243076237,30.4697982610631,30.2517857956239
Africa Eastern and Southern,Renewable energy consumption (% of total final energy consumption),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,61.6259645158391,62.8763185657578,64.6365408017388,65.2916759662353,65.3797639253878,64.9825097919131,64.2186681612097,63.3856250040084,64.1063653486032,65.1689274146982,65.1324446480537,65.568144849022,64.5788543097796,64.1031447814253,63.2161804471189,62.5005964549218,62.2014196406444,61.4185085142526,61.8989052783575,61.2525540915309,62.5645286167873,62.2938415552246,61.1095543464239,60.4688380088513,60.8039336588303,61.0972640976963,-,-,-,-,-
Africa Eastern and Southern,"Population, total",130836765.0,134159786.0,137614644.0,141202036.0,144920186.0,148769974.0,152752671.0,156876454.0,161156430.0,165611760.0,170257189.0,175100167.0,180141148.0,185376550.0,190800796.0,196409937.0,202205766.0,208193045.0,214368393.0,220740384.0,227305945.0,234058404.0,240999134.0,248146290.0,255530063.0,263161451.0,271050065.0,279184536.0,287524258.0,296024639.0,304648010.0,313394693.0,322270073.0,331265579.0,340379934.0,349605660.0,358953595.0,368440591.0,378098393.0,387977990.0,398113044.0,408522129.0,419223717.0,430246635.0,441630149.0,453404076.0,465581372.0,478166911.0,491173160.0,504604672.0,518468229.0,532760424.0,547482863.0,562601578.0,578075373.0,593871847.0,609978946.0,626392880.0,643090131.0,660046272.0,677243299.0
Africa Eastern and Southern,"Annual freshwater withdrawals, total (% of internal resources)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.44942936548704,-,-,-,-,2.82625742138503,-,-,-,-,3.02467807911335,-,-,-,-,4.48896608964999,-,-,-,-,4.86836637500938,-,-,-
Africa Eastern and Southern,"Mortality rate, under-5 (per 1,000 live births)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,165.801527645628,164.128976196953,162.511815316449,161.204105885189,161.556768710155,156.602259488974,153.891123005339,150.621926575167,146.77198504535,142.420862237945,137.544991422798,132.129631363089,126.463328482975,120.834826519147,115.404353804581,110.144859250492,105.20671256049,100.220993927658,95.3305364449888,90.5094232976957,86.1157221444631,82.0574835274447,78.250070965376,74.8166732540707,71.7949578887273,69.1381574560455,66.5159277529964,64.2439937224214,62.0729363208627,60.0541503808559,58.158649582168
Africa Eastern and Southern,CO2 emissions (kt),118545.90130597,123758.903329795,128093.897814899,132810.332529783,144345.352398305,155803.780096242,157932.257312203,165066.040490079,174004.892685024,182939.984319516,191243.301798035,213550.946400649,217837.985316189,223290.233235483,226298.370018542,231987.508709502,240665.983328627,246129.511760858,250630.43642251,268619.094385202,280929.89416987,308901.806081339,329541.384584102,344021.803023552,365909.758291284,374516.789661811,385101.6709672,388106.04757928,404605.677834358,401747.947890452,309980.8254427,304407.723572644,300329.971872206,306574.577075445,312677.028664301,330892.998964482,341412.3664288,357963.108674783,366634.479152127,352429.271543457,358460.646325123,397075.660289217,409057.179215757,434533.137679053,466883.238780711,468365.697902131,476590.299877129,500147.184546258,533634.514562978,515682.543832365,543808.651820938,535604.357505138,559333.857277447,580510.924988882,601860.163982524,586385.004028878,592299.593958805,601323.394690938,600351.133332593,-,-
Africa Western and Central,Forest area (% of land area),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.7769081273257,22.6587456692513,22.5405832111769,22.4224207531025,22.3042582950282,22.1860958369538,22.0679333788794,21.9497709208051,21.8316084627307,21.7134460046563,21.5952835465819,21.5031563447265,21.411029142871,21.3189019410156,21.2267747391601,21.1346475373047,21.0425203354492,20.9503931335938,20.8582659317383,20.7661387298829,20.6740115280274,20.586055376098,20.4980992241686,20.4101430722392,20.3221869203098,20.2342307683804,20.1526101552326,20.0713271823989,19.9860995956125,19.9012147100637,19.8167620702692
Africa Western and Central,"Population, total",96396419.0,98407221.0,100506960.0,102691339.0,104953470.0,107289875.0,109701811.0,112195950.0,114781116.0,117468741.0,120269044.0,123184308.0,126218502.0,129384954.0,132699537.0,136173544.0,139813171.0,143615715.0,147571063.0,151663853.0,155882270.0,160223588.0,164689764.0,169279422.0,173991851.0,178826553.0,183785612.0,188868567.0,194070079.0,199382783.0,204803865.0,210332267.0,215976366.0,221754806.0,227692136.0,233807627.0,240114179.0,246613750.0,253302310.0,260170348.0,267214544.0,274433894.0,281842480.0,289469530.0,297353098.0,305520588.0,313985474.0,322741656.0,331772330.0,341050537.0,350556886.0,360285439.0,370243017.0,380437896.0,390882979.0,401586651.0,412551299.0,423769930.0,435229381.0,446911598.0,458803476.0
Africa Western and Central,"Mortality rate, under-5 (per 1,000 live births)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198.083686688751,196.600991504825,195.040991389704,193.39725043673,191.446590844397,189.019289987602,186.170120152413,182.712236396389,178.743119958358,174.259893048508,169.471114659074,164.355337570411,158.983805646004,153.629779367427,148.278352791015,143.101119321969,138.164471595965,133.475044722892,129.11764610709,125.063822570241,121.383249997739,118.039325695424,114.997107860762,112.19118986671,109.696286604994,107.291692708028,104.637693991442,102.032086434223,99.2911397363565,96.4942892374437,93.6270232080024
Africa Western and Central,"Annual freshwater withdrawals, total (% of internal resources)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.736781916918622,-,-,-,-,0.970821279605298,-,-,-,-,1.20922826462748,-,-,-,-,1.44261140628095,-,-,-,-,1.53135454490002,-,-,-,-,1.5714999332768,-,-,-,-,1.59257337603506,-,-,-
Africa Western and Central,Renewable energy consumption (% of total final energy consumption),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86.0822144145653,85.4430140673391,83.9830706184425,85.3053067582307,86.7636671367989,86.3481985625118,85.2812559414211,83.9479365569594,84.640673496423,83.9002470682231,83.23915972312,81.9992634764941,81.6342051742121,80.5603505989825,81.1680498971543,81.0702100123662,81.9026619144582,82.1722589401389,81.5551144965369,82.6154249694587,80.9336234119323,79.5252928746749,79.0710065586817,77.5442291317694,76.2761430693836,76.9675266521529,-,-,-,-,-
Africa Western and Central,CO2 emissions (kt),8760.463,9376.519,9710.216,11540.049,13985.938,19827.469,21246.598,21239.264,16527.169,23743.825,36398.642,48301.724,58059.611,69676.667,84392.338,69995.696,76900.657,74154.074,75045.155,98319.604,98913.658,96889.474,98755.977,91337.636,101154.195,104344.485,99977.088,89694.82,103820.104,82562.505,90210.0,99880.0,111590.0,115080.0,112220.0,113980.0,121890.0,120450.0,116930.0,118000.0,119510.0,130120.0,133840.0,137380.0,141040.0,155650.0,153210.0,153350.0,157600.0,145550.0,165750.0,179070.0,181740.0,191990.0,198440.0,193060.0,195120.0,201900.0,224380.0,-,-
Albania,Renewable energy consumption (% of total final energy consumption),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.5180876255371,32.9981742379589,46.8133288085849,51.152042295146,51.4595442246242,50.6097095765374,51.63636055808,55.953349416169,49.9833654433978,42.7183134087746,41.4449996948242,39.125301361084,35.8958015441895,33.7517013549805,35.934700012207,36.8683013916016,31.7098999023438,32.100399017334,35.9118995666504,37.2151985168457,37.1137008666992,35.9611015319824,40.0466995239258,41.2869987487793,38.6973991394043,38.6255989074707,39.5872993469238,37.219799041748,38.2663993835449,-,-
Albania,Forest area (% of land area),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.7883211678832,28.7171532846715,28.6459854014599,28.5748175182482,28.5036496350365,28.4324817518248,28.3613138686131,28.2901459854015,28.2189781021898,28.1478102189781,28.0766423357664,28.1232481751825,28.1698540145985,28.2164598540146,28.2630656934307,28.3096715328467,28.3562773722628,28.4028832116788,28.4494890510949,28.4960948905109,28.542700729927,28.5946532846715,28.6466058394161,28.6985583941606,28.7505109489051,28.8024635036496,28.8021897810219,28.7920620437956,28.7919708029197,28.7919708029197,28.7919708029197
Albania,"Population, total",1608800.0,1659800.0,1711319.0,1762621.0,1814135.0,1864791.0,1914573.0,1965598.0,2022272.0,2081695.0,2135479.0,2187853.0,2243126.0,2296752.0,2350124.0,2404831.0,2458526.0,2513546.0,2566266.0,2617832.0,2671997.0,2726056.0,2784278.0,2843960.0,2904429.0,2964762.0,3022635.0,3083605.0,3142336.0,3227943.0,3286542.0,3266790.0,3247039.0,3227287.0,3207536.0,3187784.0,3168033.0,3148281.0,3128530.0,3108778.0,3089027.0,3060173.0,3051010.0,3039616.0,3026939.0,3011487.0,2992547.0,2970017.0,2947314.0,2927519.0,2913021.0,2905195.0,2900401.0,2895092.0,2889104.0,2880703.0,2876101.0,2873457.0,2866376.0,2854191.0,2837743.0
Albania,"Mortality rate, under-5 (per 1,000 live births)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.2,89.3,82.1,75.5,69.5,64.2,59.4,55.1,51.4,48.2,45.4,43.0,41.0,39.3,37.8,36.4,35.1,33.9,32.6,31.3,30.0,28.6,27.2,25.8,24.4,23.0,21.5,20.0,18.5,17.1,15.8,14.5,13.3,12.1,11.2,10.4,9.9,9.6,9.4,9.4,9.5,9.7,9.8
Albania,"Annual freshwater withdrawals, total (% of internal resources)",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.39985130111524,-,-,-,-,5.31769516728625,-,-,-,-,6.18260223048327,-,-,-,-,4.71390334572491,-,-,-,-,4.44382899628253,-,-,-,-,4.41635687732342,-,-,-
